year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,9,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",398.00,51.00,20.66,1.56,17.93,0.00,10.85,9.00,0.00,3109.00,1260.00,178.00,764.00,0.00,907.00
2022,9,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",94.00,12.00,3.52,0.00,3.98,0.00,4.50,2.00,0.00,577.00,199.00,0.00,91.00,0.00,287.00
2022,9,YX,Republic Airline,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",183.00,18.00,4.49,2.20,4.07,0.00,7.23,1.00,0.00,1129.00,221.00,219.00,238.00,0.00,451.00
2022,9,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",112.00,10.00,2.45,0.00,3.59,0.00,3.96,2.00,0.00,465.00,142.00,0.00,78.00,0.00,245.00
2022,9,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",399.00,55.00,10.05,0.01,32.81,1.00,11.12,2.00,0.00,2440.00,387.00,1.00,1113.00,39.00,900.00
2022,9,YX,Republic Airline,BOS,"Boston, MA: Logan International",2090.00,292.00,66.12,12.38,154.21,0.00,59.29,18.00,0.00,18099.00,4368.00,734.00,8189.00,0.00,4808.00
2022,9,YX,Republic Airline,BTV,"Burlington, VT: Burlington International",131.00,15.00,6.07,0.64,4.20,0.00,4.08,0.00,0.00,1073.00,521.00,163.00,129.00,0.00,260.00
2022,9,YX,Republic Airline,BUF,"Buffalo, NY: Buffalo Niagara International",91.00,15.00,4.14,0.65,7.19,0.00,3.02,4.00,0.00,621.00,173.00,28.00,176.00,0.00,244.00
2022,9,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",125.00,12.00,4.07,0.00,4.33,0.75,2.85,2.00,0.00,556.00,206.00,0.00,98.00,15.00,237.00
2022,9,YX,Republic Airline,CAE,"Columbia, SC: Columbia Metropolitan",32.00,3.00,1.27,0.00,1.73,0.00,0.00,1.00,0.00,104.00,53.00,0.00,51.00,0.00,0.00
2022,9,YX,Republic Airline,CHA,"Chattanooga, TN: Lovell Field",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,CHO,"Charlottesville, VA: Charlottesville Albemarle",58.00,4.00,0.06,0.00,1.64,0.00,2.30,1.00,0.00,358.00,6.00,0.00,107.00,0.00,245.00
2022,9,YX,Republic Airline,CHS,"Charleston, SC: Charleston AFB/International",135.00,21.00,3.50,0.00,10.38,0.00,7.12,6.00,0.00,882.00,104.00,0.00,424.00,0.00,354.00
2022,9,YX,Republic Airline,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",47.00,2.00,0.00,0.71,0.29,0.00,1.00,0.00,0.00,98.00,0.00,55.00,22.00,0.00,21.00
2022,9,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",416.00,54.00,17.00,0.02,19.51,0.00,17.47,2.00,0.00,2996.00,610.00,2.00,721.00,0.00,1663.00
2022,9,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",511.00,56.00,17.35,0.70,19.86,0.00,18.09,10.00,1.00,3388.00,1178.00,19.00,690.00,0.00,1501.00
2022,9,YX,Republic Airline,CMH,"Columbus, OH: John Glenn Columbus International",933.00,114.00,33.11,3.39,46.56,0.00,30.94,9.00,0.00,6140.00,1869.00,277.00,1860.00,0.00,2134.00
2022,9,YX,Republic Airline,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",285.00,33.00,5.03,1.00,13.46,0.00,13.51,5.00,1.00,1896.00,207.00,56.00,477.00,0.00,1156.00
2022,9,YX,Republic Airline,DAY,"Dayton, OH: James M Cox/Dayton International",30.00,5.00,1.00,0.00,0.96,0.00,3.04,0.00,0.00,311.00,32.00,0.00,60.00,0.00,219.00
2022,9,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2647.00,346.00,60.79,6.89,178.73,0.00,99.59,44.00,1.00,19615.00,3926.00,1683.00,7173.00,0.00,6833.00
2022,9,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,151.00,151.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,DSM,"Des Moines, IA: Des Moines International",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",400.00,45.00,12.56,2.96,15.61,0.00,13.87,3.00,0.00,3463.00,1245.00,341.00,660.00,0.00,1217.00
2022,9,YX,Republic Airline,ECP,"Panama City, FL: Northwest Florida Beaches International",5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,19.00,0.00,0.00
2022,9,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",2021.00,283.00,45.79,10.65,189.04,0.00,37.53,34.00,1.00,15740.00,2843.00,936.00,8484.00,0.00,3477.00
2022,9,YX,Republic Airline,EYW,"Key West, FL: Key West International",52.00,10.00,1.84,1.00,6.00,0.00,1.16,5.00,0.00,332.00,81.00,15.00,182.00,0.00,54.00
2022,9,YX,Republic Airline,FSD,"Sioux Falls, SD: Joe Foss Field",45.00,7.00,1.11,0.90,1.44,0.00,3.54,0.00,0.00,430.00,46.00,71.00,50.00,0.00,263.00
2022,9,YX,Republic Airline,GRR,"Grand Rapids, MI: Gerald R. Ford International",165.00,24.00,9.86,0.25,3.85,0.00,10.04,2.00,0.00,2472.00,628.00,58.00,225.00,0.00,1561.00
2022,9,YX,Republic Airline,GSO,"Greensboro/High Point, NC: Piedmont Triad International",84.00,19.00,2.47,0.87,9.43,0.00,6.23,5.00,0.00,958.00,68.00,98.00,363.00,0.00,429.00
2022,9,YX,Republic Airline,GSP,"Greer, SC: Greenville-Spartanburg International",69.00,18.00,7.00,0.02,8.70,0.00,2.28,1.00,0.00,819.00,384.00,2.00,292.00,0.00,141.00
2022,9,YX,Republic Airline,HHH,"Hilton Head, SC: Hilton Head Airport",187.00,16.00,7.62,1.00,5.12,0.00,2.26,12.00,2.00,1399.00,741.00,123.00,88.00,0.00,447.00
2022,9,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",472.00,44.00,9.25,0.00,25.14,0.00,9.61,6.00,1.00,2081.00,474.00,0.00,818.00,0.00,789.00
2022,9,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",76.00,10.00,1.05,0.89,6.21,0.29,1.55,0.00,1.00,515.00,23.00,67.00,256.00,15.00,154.00
2022,9,YX,Republic Airline,ILM,"Wilmington, NC: Wilmington International",141.00,19.00,2.22,0.02,9.72,0.00,7.05,10.00,0.00,948.00,41.00,2.00,420.00,0.00,485.00
2022,9,YX,Republic Airline,IND,"Indianapolis, IN: Indianapolis International",874.00,114.00,37.36,4.65,36.45,0.00,35.53,4.00,1.00,7090.00,2425.00,409.00,1732.00,0.00,2524.00
2022,9,YX,Republic Airline,JAX,"Jacksonville, FL: Jacksonville International",332.00,45.00,12.05,1.07,22.34,0.00,9.54,23.00,1.00,2632.00,622.00,47.00,881.00,0.00,1082.00
2022,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1633.00,220.00,49.34,6.61,117.43,0.00,46.62,31.00,2.00,12660.00,2839.00,713.00,5795.00,0.00,3313.00
2022,9,YX,Republic Airline,LEX,"Lexington, KY: Blue Grass",107.00,6.00,3.63,0.00,0.04,0.00,2.34,0.00,0.00,333.00,199.00,0.00,2.00,0.00,132.00
2022,9,YX,Republic Airline,LGA,"New York, NY: LaGuardia",3113.00,434.00,90.88,20.39,241.25,0.00,81.48,55.00,1.00,30333.00,7236.00,1660.00,14386.00,0.00,7051.00
2022,9,YX,Republic Airline,MCI,"Kansas City, MO: Kansas City International",242.00,40.00,11.65,1.15,16.93,0.00,10.27,0.00,0.00,2248.00,835.00,93.00,580.00,0.00,740.00
2022,9,YX,Republic Airline,MEM,"Memphis, TN: Memphis International",243.00,38.00,11.44,1.00,12.79,0.00,12.77,2.00,0.00,1857.00,381.00,91.00,470.00,0.00,915.00
2022,9,YX,Republic Airline,MHT,"Manchester, NH: Manchester-Boston Regional",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,MIA,"Miami, FL: Miami International",8.00,2.00,0.84,0.00,1.00,0.00,0.16,0.00,0.00,89.00,61.00,0.00,16.00,0.00,12.00
2022,9,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",119.00,19.00,8.19,0.00,5.38,0.00,5.43,0.00,0.00,1077.00,491.00,0.00,190.00,0.00,396.00
2022,9,YX,Republic Airline,MSN,"Madison, WI: Dane County Regional-Truax Field",110.00,12.00,5.72,0.84,3.03,0.00,2.41,0.00,0.00,667.00,252.00,85.00,107.00,0.00,223.00
2022,9,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",114.00,9.00,1.55,0.00,3.17,0.00,4.28,2.00,0.00,463.00,126.00,0.00,137.00,0.00,200.00
2022,9,YX,Republic Airline,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",61.00,8.00,1.21,1.00,2.11,0.00,3.68,0.00,0.00,385.00,70.00,65.00,73.00,0.00,177.00
2022,9,YX,Republic Airline,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",56.00,3.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,181.00,22.00,0.00,0.00,0.00,159.00
2022,9,YX,Republic Airline,MYR,"Myrtle Beach, SC: Myrtle Beach International",8.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
2022,9,YX,Republic Airline,OKC,"Oklahoma City, OK: Will Rogers World",60.00,10.00,0.49,0.11,2.72,0.00,6.68,0.00,0.00,605.00,23.00,20.00,129.00,0.00,433.00
2022,9,YX,Republic Airline,OMA,"Omaha, NE: Eppley Airfield",99.00,12.00,1.36,0.64,4.87,0.00,5.13,2.00,1.00,559.00,33.00,35.00,224.00,0.00,267.00
2022,9,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1704.00,165.00,48.19,9.29,66.54,0.00,40.98,5.00,3.00,10713.00,4268.00,705.00,2527.00,0.00,3213.00
2022,9,YX,Republic Airline,ORF,"Norfolk, VA: Norfolk International",321.00,54.00,6.58,0.96,21.57,0.00,24.89,5.00,2.00,2576.00,298.00,115.00,881.00,0.00,1282.00
2022,9,YX,Republic Airline,ORH,"Worcester, MA: Worcester Regional",30.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,70.00,0.00,0.00,16.00,0.00,54.00
2022,9,YX,Republic Airline,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",50.00,14.00,5.00,1.06,5.23,0.00,2.72,2.00,0.00,929.00,326.00,105.00,233.00,0.00,265.00
2022,9,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",548.00,54.00,16.72,1.44,13.71,0.87,21.26,1.00,1.00,3532.00,820.00,48.00,653.00,48.00,1963.00
2022,9,YX,Republic Airline,PIT,"Pittsburgh, PA: Pittsburgh International",804.00,103.00,27.00,2.37,28.90,0.00,44.73,6.00,0.00,6484.00,1679.00,183.00,1348.00,0.00,3274.00
2022,9,YX,Republic Airline,PNS,"Pensacola, FL: Pensacola International",20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,PVD,"Providence, RI: Theodore Francis Green State",154.00,13.00,4.41,1.00,3.20,0.00,4.39,2.00,0.00,743.00,204.00,51.00,155.00,0.00,333.00
2022,9,YX,Republic Airline,PWM,"Portland, ME: Portland International Jetport",124.00,27.00,7.80,0.72,12.85,0.00,5.64,0.00,1.00,957.00,253.00,38.00,378.00,0.00,288.00
2022,9,YX,Republic Airline,RAP,"Rapid City, SD: Rapid City Regional",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",521.00,54.00,9.34,1.65,23.27,1.00,18.73,7.00,2.00,3007.00,633.00,89.00,725.00,31.00,1529.00
2022,9,YX,Republic Airline,RIC,"Richmond, VA: Richmond International",236.00,28.00,7.39,0.03,12.37,0.00,8.21,5.00,0.00,2080.00,475.00,3.00,713.00,0.00,889.00
2022,9,YX,Republic Airline,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",30.00,5.00,1.26,0.00,1.60,0.00,2.14,0.00,0.00,311.00,57.00,0.00,64.00,0.00,190.00
2022,9,YX,Republic Airline,ROC,"Rochester, NY: Greater Rochester International",141.00,17.00,5.61,1.00,4.22,1.00,5.17,2.00,0.00,902.00,252.00,69.00,150.00,68.00,363.00
2022,9,YX,Republic Airline,SAT,"San Antonio, TX: San Antonio International",29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,SAV,"Savannah, GA: Savannah/Hilton Head International",110.00,6.00,1.19,0.00,4.00,0.00,0.81,5.00,0.00,280.00,79.00,0.00,188.00,0.00,13.00
2022,9,YX,Republic Airline,SBN,"South Bend, IN: South Bend International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,9,YX,Republic Airline,SDF,"Louisville, KY: Louisville Muhammad Ali International",359.00,49.00,12.25,0.18,18.80,0.06,17.71,7.00,0.00,3031.00,1005.00,20.00,664.00,2.00,1340.00
2022,9,YX,Republic Airline,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",16.00,2.00,0.00,0.00,1.74,0.00,0.26,2.00,0.00,34.00,0.00,0.00,29.00,0.00,5.00
2022,9,YX,Republic Airline,STL,"St. Louis, MO: St Louis Lambert International",188.00,19.00,5.93,0.00,9.08,1.00,2.99,1.00,0.00,652.00,171.00,0.00,326.00,23.00,132.00
2022,9,YX,Republic Airline,SYR,"Syracuse, NY: Syracuse Hancock International",92.00,7.00,1.09,0.00,2.34,0.00,3.57,1.00,0.00,902.00,82.00,0.00,83.00,0.00,737.00
2022,9,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",21.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,56.00,0.00,0.00,56.00,0.00,0.00
2022,9,YX,Republic Airline,TUL,"Tulsa, OK: Tulsa International",55.00,9.00,2.07,0.00,4.97,0.00,1.96,2.00,0.00,307.00,140.00,0.00,108.00,0.00,59.00
2022,9,YX,Republic Airline,TVC,"Traverse City, MI: Cherry Capital",32.00,3.00,0.00,0.00,0.31,0.00,2.69,0.00,0.00,926.00,0.00,0.00,18.00,0.00,908.00
2022,9,YX,Republic Airline,XNA,"Fayetteville, AR: Northwest Arkansas Regional",53.00,9.00,0.82,0.00,4.16,0.00,4.02,0.00,0.00,533.00,57.00,0.00,187.00,0.00,289.00
2022,8,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",79.00,12.00,5.34,0.59,2.88,0.00,3.19,0.00,0.00,909.00,384.00,70.00,250.00,0.00,205.00
2022,8,9E,Endeavor Air Inc.,ACK,"Nantucket, MA: Nantucket Memorial",124.00,11.00,4.19,0.00,4.49,0.00,2.32,1.00,1.00,675.00,176.00,0.00,231.00,0.00,268.00
2022,8,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,4.00,3.18,0.00,0.51,0.00,0.31,0.00,0.00,193.00,158.00,0.00,21.00,0.00,14.00
2022,8,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",162.00,15.00,5.36,1.31,4.52,0.00,3.81,1.00,0.00,1110.00,758.00,49.00,149.00,0.00,154.00
2022,8,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",123.00,18.00,3.84,1.31,4.53,0.00,8.32,10.00,0.00,984.00,172.00,41.00,313.00,0.00,458.00
2022,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2072.00,320.00,75.44,11.57,85.37,0.00,147.62,0.00,2.00,21551.00,7668.00,985.00,2949.00,0.00,9949.00
2022,8,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",34.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,92.00,0.00,0.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",58.00,9.00,4.23,0.00,3.96,0.00,0.81,6.00,0.00,601.00,209.00,0.00,243.00,0.00,149.00
2022,8,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62.00,7.00,5.10,0.00,1.48,0.00,0.42,1.00,0.00,2282.00,2177.00,0.00,85.00,0.00,20.00
2022,8,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",60.00,11.00,2.83,0.67,3.20,0.00,4.30,7.00,0.00,665.00,146.00,20.00,197.00,0.00,302.00
2022,8,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.00,7.00,1.58,0.00,1.55,0.00,3.87,0.00,1.00,321.00,67.00,0.00,49.00,0.00,205.00
2022,8,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",155.00,23.00,7.57,0.00,5.35,0.00,10.09,11.00,1.00,1043.00,211.00,0.00,312.00,0.00,520.00
2022,8,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",27.00,13.00,5.96,0.00,2.72,0.00,4.32,3.00,0.00,836.00,356.00,0.00,152.00,0.00,328.00
2022,8,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",9.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,40.00,0.00,0.00,0.00,0.00,40.00
2022,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",204.00,43.00,17.02,0.00,13.71,0.00,12.27,13.00,0.00,2600.00,963.00,0.00,828.00,0.00,809.00
2022,8,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",326.00,64.00,13.77,2.75,31.68,0.00,15.80,18.00,1.00,4820.00,1534.00,270.00,1475.00,0.00,1541.00
2022,8,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",93.00,14.00,7.91,0.00,3.07,0.00,3.02,0.00,0.00,635.00,418.00,0.00,125.00,0.00,92.00
2022,8,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",169.00,18.00,3.46,0.00,7.40,0.00,7.13,17.00,0.00,929.00,203.00,0.00,345.00,0.00,381.00
2022,8,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",189.00,33.00,11.76,0.29,13.67,0.00,7.29,11.00,0.00,2868.00,1204.00,34.00,1263.00,0.00,367.00
2022,8,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",120.00,25.00,5.23,0.35,9.32,0.00,10.10,14.00,0.00,1609.00,372.00,36.00,564.00,0.00,637.00
2022,8,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",32.00,6.00,2.91,0.11,0.77,0.00,2.21,4.00,0.00,370.00,179.00,7.00,51.00,0.00,133.00
2022,8,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",104.00,33.00,15.55,1.35,11.52,0.00,4.58,0.00,0.00,1852.00,1227.00,33.00,345.00,0.00,247.00
2022,8,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",132.00,23.00,8.24,0.19,10.89,0.00,3.68,11.00,1.00,1052.00,371.00,6.00,477.00,0.00,198.00
2022,8,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",215.00,41.00,11.69,0.00,17.24,0.00,12.07,19.00,0.00,2944.00,1279.00,0.00,943.00,0.00,722.00
2022,8,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",93.00,22.00,13.48,2.54,3.16,0.00,2.83,0.00,0.00,2585.00,2173.00,91.00,147.00,0.00,174.00
2022,8,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",378.00,67.00,25.35,0.00,25.76,0.00,15.89,21.00,0.00,4676.00,2312.00,0.00,1291.00,0.00,1073.00
2022,8,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",285.00,49.00,13.88,0.90,22.62,0.00,11.59,26.00,2.00,4113.00,863.00,123.00,2176.00,0.00,951.00
2022,8,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",65.00,12.00,2.91,0.00,5.71,0.00,3.38,0.00,0.00,557.00,113.00,0.00,170.00,0.00,274.00
2022,8,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",62.00,15.00,5.60,1.00,8.40,0.00,0.00,0.00,0.00,1233.00,188.00,802.00,243.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",93.00,12.00,5.73,0.38,1.07,0.00,4.82,0.00,0.00,488.00,246.00,14.00,36.00,0.00,192.00
2022,8,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",586.00,90.00,24.99,2.87,38.72,0.00,23.43,33.00,0.00,6895.00,1331.00,270.00,3281.00,0.00,2013.00
2022,8,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",93.00,22.00,9.17,1.15,3.73,0.00,7.95,0.00,0.00,1591.00,751.00,38.00,158.00,0.00,644.00
2022,8,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",54.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,70.00,33.00,0.00,0.00,0.00,37.00
2022,8,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",198.00,21.00,6.96,0.00,12.77,0.00,1.28,11.00,0.00,1228.00,553.00,0.00,623.00,0.00,52.00
2022,8,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",93.00,14.00,3.82,0.00,6.40,0.00,3.78,0.00,0.00,638.00,181.00,0.00,240.00,0.00,217.00
2022,8,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",31.00,4.00,1.32,2.00,0.68,0.00,0.00,0.00,0.00,98.00,38.00,38.00,22.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",199.00,30.00,10.29,0.13,12.37,0.00,7.22,2.00,0.00,2846.00,1591.00,7.00,528.00,0.00,720.00
2022,8,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1457.00,190.00,52.73,17.35,44.71,0.00,75.21,25.00,1.00,18135.00,5631.00,3252.00,2632.00,0.00,6620.00
2022,8,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",31.00,1.00,0.68,0.00,0.32,0.00,0.00,0.00,0.00,74.00,50.00,0.00,24.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",157.00,25.00,5.58,0.00,16.65,0.00,2.78,13.00,0.00,1781.00,214.00,0.00,1343.00,0.00,224.00
2022,8,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",32.00,6.00,4.60,0.00,1.06,0.00,0.34,0.00,0.00,372.00,333.00,0.00,26.00,0.00,13.00
2022,8,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",31.00,9.00,4.94,0.00,2.75,0.00,1.31,0.00,0.00,741.00,565.00,0.00,63.00,0.00,113.00
2022,8,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",21.00,3.00,1.53,0.00,1.47,0.00,0.00,0.00,0.00,69.00,40.00,0.00,29.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",54.00,11.00,4.25,0.00,2.80,0.00,3.95,6.00,0.00,679.00,308.00,0.00,62.00,0.00,309.00
2022,8,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",106.00,16.00,2.45,0.00,8.47,0.00,5.08,8.00,0.00,1233.00,215.00,0.00,601.00,0.00,417.00
2022,8,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",90.00,16.00,6.38,0.00,3.00,1.00,5.62,5.00,0.00,893.00,217.00,0.00,189.00,73.00,414.00
2022,8,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",89.00,16.00,4.90,1.57,4.52,0.00,5.01,0.00,0.00,808.00,316.00,49.00,262.00,0.00,181.00
2022,8,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,8,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",93.00,19.00,4.30,0.00,8.60,0.00,6.10,13.00,0.00,2132.00,307.00,0.00,1311.00,0.00,514.00
2022,8,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",106.00,29.00,8.28,2.58,12.68,0.00,5.45,1.00,0.00,1893.00,655.00,98.00,635.00,0.00,505.00
2022,8,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",222.00,36.00,8.38,0.00,16.47,0.00,11.15,14.00,0.00,3018.00,528.00,0.00,1341.00,0.00,1149.00
2022,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",2099.00,356.00,94.71,16.10,155.00,0.00,90.19,173.00,0.00,32296.00,9725.00,2429.00,12537.00,0.00,7605.00
2022,8,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62.00,7.00,2.00,1.00,0.19,0.00,3.81,1.00,0.00,1365.00,653.00,498.00,5.00,0.00,209.00
2022,8,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",85.00,19.00,6.87,0.76,8.68,0.00,2.68,0.00,0.00,807.00,392.00,42.00,291.00,0.00,82.00
2022,8,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",93.00,15.00,7.18,1.26,5.13,0.00,1.44,0.00,0.00,629.00,379.00,27.00,166.00,0.00,57.00
2022,8,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3164.00,586.00,104.07,46.05,286.83,0.00,149.06,273.00,10.00,64735.00,18804.00,6146.00,26992.00,0.00,12793.00
